tokens,label
chất_lượng sản_phẩm tuyệt_vời giao hàng,POS
quần mặc nóng co_dãn kém,NEG
shop ban hang chat luong,POS
áo ok lắm nha_shop tư_vấn size hơi rộng trừ_hao cm lun ak,POS
áo hơi shop,NEG
chật chờ đổi,NEG
mua gửi sai,NEG
mua xunie thất_vọng,POS
shop gửi màu,NEU
excelent product quality excelent packaging excelent seler service quality excelent value excelent delivery sped,POS
tội mua quần hợp giày,POS
kính đẹp,POS
kiểu_dáng đẹp trẻ_trung,POS
đẹp má,POS
chất_liệu tệ,NEG
đẹp,POS
đôi màu đen sứt da_chút hình,NEG
chất_lượng sản_phẩm tuyệt_vời mua shop nhiệt_tình dễ_thương,POS
đóng_gói sản_phẩm,NEU
đẹp ok,NEU
sản_phẩm không nhãn_mác miếng tag cổ_áo cắt,NEG
đồ đẹp shop màu giao hàng,POS
áo bàn miễn_chê áo cute vải đẹp,POS
hàng_không đẹp tạm,NEU
tuyệt_vời mặt_trời,POS
áo mỏng mịn mát hàng y_hình ok,POS
chất_lượng sản_phẩm không tùy đầu mua shop ưng lắm,POS
giao hàng tư_vấn nhiệt_tình,POS
hàng_không hình lắm ak,NEG
đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng tối chất_lượng hàng chất_lượng mua,POS
mua áo_khoác sơmi hai size,NEU
đầm đẹp tiền,POS
shop phục_vụ tệ không hàng shope không gọi mua mặc_nhiên xử không hàng không đồng_ý,NEG
màu đen giao nhầm màu nâu hài_lòng áo len đẹp chất vải cực,POS
vải dày_dặn form đẹp cực không uổng_công chờ_đợi,POS
mẹ in shop tư_vấn nhiệt_tình,POS
chất_lượng sản_phẩm kém không tiền không mua shop,NEG
mẫu áo kiểu áo,NEG
nhu_cầu se ủng_hộ shop,POS
áo mô_tả hình cổ_áo không hình_mẫu,NEG
nách may lỗi,NEG
áo mỏng sổ,NEG
đẹp màu hơi hình đóng_gói sản_phẩm đẹp,POS
chất_lượng sản_phẩm tạm shop phục_vụ tạm,NEU
kg mặc hơi rộng có_lẽ áo form rộng cổ áo sơmi hơi xấu,NEG
form rộng hình,NEU
chất_lượng sản_phẩm tuyệt_vời hài_lòng,POS
giao hàng mua ủng_hộ,POS
đeo_kích chân,NEG
shop phục_vụ tôt,POS
shop hình hương_hoa giao mùi gỗ mh chan,NEG
chữ đẹp,POS
vải ok kg chật,NEG
shop phục_vụ nhiệt_tình chất_lượng sx ủng_hộ shop,POS
shop nhiệt_tình,POS
áo rách lỗ áo giao không hàng,POS
áo ngắn,NEG
vận_chuyển không lắm hàng đẹp mê_dã_man cute nx ủng_hộ shop,POS
đường may lỗi đai quần_rách thử bung,NEG
ủng_hộ,POS
sản_phẩm hãng trông ok chưa_thể sâu,NEU
order màu sữa shop vận_chuyển màu xám quần_bagy lẫn yếm màu sữa hàng la xám đừng lầm okey_đồ rẻ không đòi_hỏi đừng cẩu_thả không vắt sổ mặc yếm dây yêm vải tưa tùm_lum ghê,NEG
đẹp,POS
hàng đẹp shop nhiệt_tình chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
không lun á_trời,POS
giá,POS
tui bi_loi o_khoa lan dau mua bi vay nen khong bao_gio mua nua,NEG
thơm,POS
hài_lòng sản_phẩm,NEG
chất_lượng sản_phẩm,NEU
cổ không hình,NEG
áo đẹp lắm vati hơi nhăn_tý không,NEU
chật cánh_tay,NEG
hàng đẹp giống_hình không hợp ngực lắm,POS
ổn thừa nhìu không vắt sổ,NEG
vai tho cai_trang mac vua cai_den nho_xju mau_trang nhjh,NEG
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,POS
tội lỗi,NEG
rẻ không dám đòi_hỏi hàng xong không nổi,NEG
hàng vãi lúa,NEU
nhanh_chóng_mặt,NEG
mua túi chất_lượng ok,POS
giao hàng giao hàng chậm,NEG
áo đẹp mặc phối_đồ,POS
vải đẹp mặc mát,POS
đơn hàng leoshop,NEU
áo diễn_tả tuyệt_vời,POS
bảng màu mắt đóng_gói kĩ rơi_phấn,NEG
dẽ_thương lắm vải đẹp,POS
ủng_hộ shop chúc shop đắt hàng,POS
sản_phẩm_chất da cá_form rộng sweater màu trắng hàng đẹp tiền,POS
chất len_mịn đẹp đổi màu hồng ưng,POS
dang tien,POS
,POS
váy màu ghi màu đen chút hơi chật,NEG
áo hơi mỏng không chất_liệu len,NEG
trang_trí chụp tặng shop_hình,NEU
giá bao_chất vải,POS
giày hình giao_lẹ trưa hôm_qua order trưa hôm_nay,NEU
mau giong hinh nhung mong,NEU
quần bé ghi quảng_cáo shop chất_lượng sản_phẩm,POS
màu_sắc hình,POS
giao hàng chất quần không lắm quần_chất vải không kaki,NEU
giao hàng,NEU
nguoi ban co_tam nhat_quat đat,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
size xl hơi to,NEU
viền cổ bo_tay không,NEG
siêu ưng,POS
ok_lăm,POS
chất_lượng đi_nữa làm_việc thế_này,NEG
hàng vui_tính ủng_hộ shop,POS
shop chăm_sóc không thái_độ,POS
áo vải đẹp form chuẩn,POS
ống_quần xấu,NEG
mũ tắm bé mấy món đâm rách teng beng,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cổ rộng một_chút,POS
shop đặt_hàng không mẫu shop để_ý lưu_ý không,POS
áo rẻ đẹp lắm,POS
yêu shop,POS
áo đẹp phai,NEU
chất vải dày_dặn giao hàng hài_lòng shop,POS
chất_lượng sản_phẩm tuyệt_vời hàng mặc đẹp chủ tư_vấn cực tâm_lý mua đồ tui tốn tiền trời mua đồ đẹp,POS
chất_liệu vải_ok size to không mặc hic,NEG
trung_thành dòng son,POS
nhỏ_nhắn mặc hơi chật to mặc không thở nổi,NEG
áo len hợp mặc áo_khoác không dày không mỏng không nhão bai_xù mua chất không trường_hợp chất,POS
쓰레기,NEG
chất_lượng sản_phẩm giá,POS
chất_lượng sản_phẩm tuyệt_vờ tiền,POS
check code hàng,POS
hài_lòng sản_phẩm,POS
tiền không mua made in vietnam,POS
xài không hiệu_quả,NEG
đôi giá hợp_lý,POS
chat lieu_hoi mong chut_shop phục_vụ giao hàng,POS
hẹn tuần dặn gấp tận giao,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ mua hàng shop,POS
sản_phẩm ủng_hộ shop,POS
đóng_gói sản_phẩm kĩ,POS
màu không đậm hình,NEG
hàng ưng_ý chất_lượng sản_phẩm tuyệt_vời,POS
hàng không chuẩn size chút nao thất_vong lay_size bé không vua đua cháu luờn lai_lay them cai_size van_the thật_vong,NEG
mất_công_đợi hàng,POS
tiền giao hàng nhanh_shop phục_vụ chất_lượng sản_phẩm tuyệt_vời áo đẹp lắm,POS
size hơi rộng kg,NEG
màu_sắc đẹp sắc_sảo,POS
đóng_gói sản_phẩm đẹp shop phục_vụ tiền chủ_shop dễ_thương nhiệt_tình,POS
tiền không chất xấu,NEG
vải thô thô,NEG
giao hàng không tâm_đồ_đạc méo giao hàng trễ,NEG
màu xanh không tươi hình,NEG
áo màu không giống_hình bất_lực shop,NEG
dat mau hong ma shop thui mau vag cug tam vay,NEG
áo rộng giá rẻ ok,POS
chất_lượng sản_phẩm tuyệt_vời tặng quà xinh shop,POS
tội_shop vận_chuyển hàng,NEG
sản_phẩm nhựa không inox không lắp vòi,NEG
giao hàng nhanh_shop tư_vấn dễ_thương,POS
trắng_tay đỏ shop giao đỏ tay_trắng,NEG
chất vải mát_dáng áo hình mong_đợi,POS
sản_phẩm co_giãn ok lắm chất vải mặt,POS
quần bọc túi kiểu_nhật,POS
vải đẹp form đẹp,POS
sản_phẩm tạm đuoc,POS
vải mỏng dính,NEG
sản_phẩm hình_ảnh đóng_gói sản_phẩm tạm,NEU
mong_muốn đổi không,NEG
đợi shop nhiệt_tình,POS
đẹp lém shop,POS
đẹp,POS
shop,POS
shop phục_vụ vải lười_ủi vải giặt nhân không thich giao hàng đóng_gói sản_phẩm chất_lượng sản_phẩm,POS
chất đẹp mặc thoải_mái,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng tiền tiền tiền tiền,POS
hôm_qua,NEU
son màu đẹp không bột,POS
không thấm quảng_cáo kiểu tranh thảm,NEG
hàng chuẩn_hình mặt_nạ ôm sát dày_dặn dưỡng_chất không mùi trà xanh lắm,POS
vải ok in xấu,NEG
hàng đẹp chất_liệu đẹp,POS
chất_lượng sản_phẩm giá ổn nha shop,POS
lon mau mua mau_trang ma shop goi mau den,NEG
hàng tạm nhãn không chứng_minh hàng hãng,POS
đóng_gói sản_phẩm đẹp giao hàng giày bẩn một_chút,POS
bjo dem ik sua cug tien không ak mua sản_phẩm ma_co ao fin_la ug_y re ma vai mat_min tac ca diu_tệ wa that te lam_nha ki dua cơ_ki vua,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp mặc đẹp,POS
in bong tróc,NEG
áo rộng nách hơi nhăn màu đỏ_hồng không đỏ tươi,NEG
mua shop khéo quần rách_túi,NEG
shop chúc shop đắt hàng nha đóng_gói sản_phẩm đẹp shop phục_vụ tiền,POS
shop nhiệt_tình,POS
ok lắm nhe màu,POS
không tiền,NEG
show tâm,POS
sd kq,NEU
shop phục_vụ nhiệt_tình phản_hồi,POS
áo hơi ngắn không hình,NEG
phom xuôn rộng,POS
hình_mình tưởng lỡ,NEG
mua áo áo lỗi giá rẻ,POS
,NEU
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời,POS
giày xinh_hộp đẹp chất ok chủ_shop trả_lời ủng_hộ,POS
đường may lộ gửi hoàn_hàng mấy trả_lời,NEG
quần đẹp,POS
la_liếm shop,POS
giá mua deal chai date sx hài_lòng,POS
không hàng hãng dgw đì tạm,POS
đường may xấu,NEG
chủ shop dễ_thương nhiệt_tình,POS
chật,NEG
ưng dể sợ,POS
duog may nhieu_loi nhu_hang,NEG
giá_cả hợp_lý chất_lượng sản_phẩm ok,POS
chất_lượng sản_phẩm tuyệt_vời đẹp giá_thành qá rẻ tiền đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng yêu shop,POS
lun lun tin_tưởng,POS
chất_lượng sản_phẩm tuyệt_vời áo rộng đẹp béo gầy,POS
áo đẹp tiền size tương_đương size,POS
áo đẹp vải voan mặc mát,POS
áo trắng mỏng,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chủ shop nhiệt_tình giày ưng,POS
ủng_hộ shop sản_phẩm,POS
giá,POS
may mẫu shop giao đẹp,POS
áo vải đẹp mặc hơi béo,POS
,NEG
lừa_đảo tao mua quần tặng vợ lai gửi tao quần_rách không sản_phẩm tiền vợ mắng làm_ăn thất_đức,NEG
váy rẻ xinh vải đẹp,POS
áo đẹp,NEU
sản_phẩm mặc hơi rộng,NEG
vỏ hộp hơi cũ rách_túi cũ,NEG
lỗi may nhìu thừa_nhăn nhíu,NEG
đóng_gói sản_phẩm đẹp chất_lượng giá tiền,POS
màu tối hình_chất đẹp tiền,POS
mềm êm_tay lắm,POS
con_nhỏ gói kĩ_cẩn_thận nhân_viên giao hàng nhiệt_tình,POS
đóng_gói sản_phẩm shop phục_vụ,POS
giao hàng sản_phẩm ok,POS
chủ shop nhiệt_tình,POS
áo đỏ may hơi lỗi,NEU
vải pha nilon,NEG
chất_lượng sản_phẩm tuyệt_vời tiền,POS
vai ao giong không cai troi ban vai giong lau lon di_mau không giong ngat luong that duc dam gat ca ngoai ha,NEG
sản_phẩm bẩn không tiền,NEG
túi đẹp sức tưởng_tượng,POS
quần_jean đẹp size,NEG
sai hang hàng thanh_toán tiền chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng hơi méo,POS
áo hình vải đẹp,POS
vải đẹp ủng_hộ shop,POS
mẹ con_nhỏ da nhạy_cảm cân_nhắc mua bỉm,NEG
ủng_hộ,POS
sản_phẩm hình,POS
tien,NEU
vải không mong_muốn,NEG
quần đẹp,POS
giầy form,NEU
mua hàng shop ưng_ý rao hàng cũg,POS
vận_chuyển hàng cũ,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp vải đẹp_váy hình chủ_shop nhiệt_tình dễ_thương,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng tiền shop giao sai màu áo,POS
hàng giao chậm không đóng_gói quấn băng_keo hàng dơ_tai thỏ,NEG
đợi hiệu_quả không,NEU
đồ xinh dịch_vụ chăm_sóc khách_hàng hơi kém,NEG
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng giao hàng tiền,POS
quan khong_co tui truoc,NEG
ok giá_thành,POS
chất_lượng sản_phẩm tuyệt_vời chun hơi rộng chút,POS
hài_lòng,NEU
màu đậm ảnh,NEG
chất_lượng sản_phẩm tuyệt_vời hơi bẩn áo tay_sờ shop uy_tín,NEU
chất không lụa phi_lụa,NEG
sản_phẩm cực đẹp,POS
hàng đẹp dày giao màu ủng_hộ shop tiếp,POS
chất vải không ưng lắm shop phục_vụ đóng_gói sản_phẩm đẹp,NEU
sản_phẩm giao hàng nhanh_shop đóng_gói kĩ_lưỡng,POS
áo hình_mặc mát,POS
,NEU
hài_lòng shop hài_lòng sản_phẩm chi ok,POS
quần_mềm mỏng mát,POS
chất_lượng sản_phẩm tuyệt_vời hang rat đẹp de thuong_lam tiền shop phục_vụ tốt_tu van nhiet tinh_de thuong noi chung_la,POS
áo,NEG
gấu mềm mịn đẹp nhẹ like,POS
giao hàng_không hàng,NEU
giao hàng ngờ,POS
replica,POS
áo đẹp tả,POS
ủng_hộ shop,POS
giới_thiệu shop mua,NEU
vỏ to kẹo,NEG
tạm,NEU
chất đường may hơi lỗi_xíu giá_thành,POS
hàng ok shop,POS
chất_lượng sản_phẩm tạm chất_lượng sản_phẩm tuyệt_vời,POS
lầm mua shop,POS
rẻ không ưng_ý không không,NEG
đồ hài_lòng,POS
áo mix ti tỉ_thứ len_mềm mướt,POS
ống_tay không rộng hình đóng_gói sản_phẩm đẹp,POS
mua shop,POS
vãi xấu,NEG
sơmi may_dày dặn đẹp nè,POS
shop giao hàng size màu,POS
ủi nhẹ cháy,NEG
giao hàng,POS
sạc không dây không đt chỗ báo kết_nối kết_nối liên_tục pin_xạc tiếng xạc ngược_lại điện_thoại pin chất_lượng sản_phẩm kém,NEG
mỏng tiền náy,NEU
áo mặc dễ_chịu giặt đổ màu vải thấm mồ_hôi_nước_mắt kiểu áo đẹp tay_áo mua sp ưng ủng_hộ shop,POS
áo bẩn kiểu dính_mực ống_tay,NEG
không sản_phẩm chương_trình nhầm_tưởng không đăng_ký,NEG
chủ shop nhiệt_tình phục_vụ chu_đáo gói hàng cẩn_thận,POS
chủ shop nhiệt_tình dễ_thương chừng,POS
shop giao nhầm màu màu trắng giao màu đen,NEG
chất ổn_shop phục_vụ,POS
tạm ok,NEU
áo chất nilon mỏng ráp da,NEG
sản_phẩm mua chỗ không họa_tiết,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng siêu,POS
nhắn không trả_lời mất_mệ áo_k làm_ăn hả gói hàng cúng cô_hồn,NEG
quần lem màu áo lỗi,NEG
chất_lượng sản_phẩm tuyệt_vời hơi rộng,NEU
comeback ví cháy,POS
áo vải tạm chấp_nhận hơi,POS
hài_lòng lắm,POS
chất vải dày_dặn giao hàng,POS
hình,POS
shop tư_vấn,POS
áo màu sản_phẩm tạm,NEG
đẹp lắm shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng mềm_mại mua shop không thất_vọng,POS
áo đẹp hơi mỏng_xíu dáng hơi croptop,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp tiền giao hàng,POS
áo váy mua shop,POS
áo đẹp lắm,POS
đẹp rẻ mùa đông bé,POS
perfect,POS
hóa,NEG
tiền,POS
hàng nguyên_seal tai tặng kèm lởm màu đỏ giao màu đen,NEG
mặt dây đồng_hồ vết sước,NEG
bố_láo,NEG
chất_lượng sản_phẩm giá tiền đóng_gói sản_phẩm giao hàng,POS
ủng_hộ shop dài_dài ak,POS
mua ưng,POS
chất_lượng sản_phẩm tuyệt_vời điều_mã gửi chậm tiếng mã thẻ,NEU
giao hàng nhanh_shop phục_vụ đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời tiền,POS
giày đẹp giá tiền cực_kì,POS
,NEU
chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh_shop phục_vụ tiền shop phục_vụ tiền giao hàng,POS
sản_phẩm ưng lắm,NEG
túm mặc form đẹp lắm,POS
chất_liệu rũ mềm,NEG
không mẫu lắm,NEG
yêu,POS
shop giao hàng_không mẫu đăng đế màu đỏ,NEU
hài_lòng,POS
tiền shop phục_vụ chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng,POS
chất đẹp hình,POS
chuẩn,POS
chén hehe,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền áo trắng hơi mỏng dơ_xíu ok giao hàng chậm,NEU
ưng_ý sản_phẩm,POS
chất_lượng giao hàng mong_đợi,POS
sản_phẩm tạm đóng_gói đơn_giản,POS
tiền đóng_gói sản_phẩm đẹp không hộp đựng,POS
giao hàng,POS
san pham xau may bi_loi không mac dk,NEG
không mặc,NEG
cute,POS
màu ảnh,NEG
mua,POS
tiền giao hàng áo_chất dày_dặn rẻ,POS
áo đẹp chất đẹp gói hàng đẹp dễ_thương,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền tiền,POS
vải đẹp_dáng đẹp y_hình chủ shop,POS
rộng không mặc đk,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền,POS
chủ shop tư_vấn nhiệt_tình thân_thiện,POS
áo đẹp vải đẹp mềm mịn ưng_ý,POS
không dám mặc luon,NEG
đừng mua shop,NEG
chất_lượng,NEU
chất_lượng đẹp,POS
mũ rộng,NEG
kate không ưng lắm lỗi đường may một_chút giá rẻ chấp_nhận,POS
đẹp rẻ,POS
chủ_shop tư_vấn nhiệt_tình nói_chuyện dễ_thương,POS
giao hàng nhanh_gói hàng đẹp,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng tiền tiền tiền tiền shop phục_vụ tốt_shop phục_vụ đóng_gói sản_phẩm đẹp,POS
hơi hài_lòng ủng_hộ shop,POS
đóng_gói sản_phẩm kỹ_càng,POS
ao xinh_lai duoc_tang them,POS
áo vải đẹp tiền,POS
áo dễ_thương màu chuẩn thun mỏng_mát đổ lông,NEG
ủng_hộ shop,POS
tệ thái_độ mua_bán áo ngắn đối_tượng thoai,NEG
đừng mua shop kẻo mắc_lừa,NEG
quần thô xấu,NEG
chất mát giá rẻ chuẩn màu chuẩn form,POS
sản_phẩm đẹp y_hình hài_lòng,POS
nghỉ áo hoa_văn mặc_ok áo_gài mặc tuột hoài không cố_định,POS
